TIMESTAMP,RECORD,BattV_Min,AirTC_Avg,RH,DT_Avg,Q_Avg,TCDT_Avg,DBTCDT_Avg,BP_mbar_Avg,CM3Up_Avg,CM3Dn_Avg,CG3Up_Avg,CG3Dn_Avg,Albedo_Avg,NetRs_Avg,NetRl_Avg,NetTot_Avg,WS_ms_Avg,WS_ms_Max,WindDir,WS_ms_S_WVT,WindDir_D1_WVT,WindDir_SD1_WVT,UpTot_Avg,DnTot_Avg,CG3UpCo_Avg,CG3DnCo_Avg,BFS_density,SWE
2023-11-26 00:00:00,3950.5,13.4608333333333,-12.07853125,67.7577083333334,2.55189583333333,229.209375,2.49554166666667,0.11545162037037,346.636004166667,108.202229166667,104.073041666667,-63.09621875,-15.4156770833333,Inf,4.12802083333333,-47.67784375,-43.5481770833333,2.22172916666667,3.05591666666667,208.7446875,2.22173958333333,210.351666666667,23.1108854166667,45.1118125,88.65528125,NaN,NaN,241,2.78238405092593
2023-11-27 00:00:00,4046.5,13.5823958333333,-10.23140625,58.7110416666667,2.69310416666667,241.545833333333,2.64207291666667,0.12175,345.512529166667,112.2853125,99.1541979166666,-100.4490625,-17.0170833333333,Inf,13.1292291666667,-83.4289583333333,-70.2967708333333,2.14553125,2.95953125,193.363854166667,2.14553125,188.653020833333,27.5288541666667,11.8354895833333,82.1352291666667,NaN,NaN,255,3.104625
2023-11-28 00:00:00,4142.5,13.6002083333333,-4.61082291666667,33.8665625,2.6718125,222.695833333333,2.64911458333333,0.11621875,342.847791666667,111.608479166667,96.61103125,-115.869791666667,-23.9815625,Inf,14.9958333333333,-91.8904166666667,-76.8976041666667,2.552125,3.40180208333333,196.380739583333,2.552125,199.329166666667,23.1309375,-4.26456250000001,72.6309583333333,NaN,NaN,269,3.126284375
2023-11-29 00:00:00,4238.5,13.61875,-2.67814583333333,22.6632291666667,2.67122916666667,210.713541666667,2.65808333333333,0.108791666666667,341.087391666667,101.191489583333,77.9947604166667,-94.7107291666667,-24.6839583333333,Inf,23.19409375,-70.0290625,-46.8369895833333,1.89867708333333,2.60059375,197.1284375,1.89867708333333,198.3671875,23.7559375,6.47629166666667,53.3103229166667,NaN,NaN,320,3.48133333333333
2023-11-30 00:00:00,4334.5,13.6235416666667,-5.2003125,55.9429166666667,2.66655208333333,223.263541666667,2.641125,0.108037308673469,341.615419791667,87.7252604166666,62.9461979166667,-52.2430520833333,-12.4825,-0.00227430555555549,24.7773125,-39.7583958333333,-14.9842291666667,1.03875,1.585875,188.174375,1.03875,191.719375,26.587,35.479875,50.4657291666667,NaN,NaN,350,3.78130580357143
2023-12-01 00:00:00,4430.5,13.1426041666667,-9.8996875,81.2759375,2.03917708333333,292.3034375,2.00164583333333,0.166139030612245,344.678128125,37.8582395833333,27.666,-8.47216666666667,-3.07488541666667,Inf,10.1949791666667,-5.39719791666667,4.79720833333333,1.33920833333333,2.07970833333333,217.420197916667,1.33920833333333,216.509375,27.7975,29.3866979166667,24.5910208333333,NaN,NaN,310,5.15030994897959
2023-12-02 00:00:00,4526.5,12.8314583333333,-12.0175,85.740625,1.33934375,289.227916666667,1.30876041666667,0.237220663265306,346.655955208333,20.15815625,17.1311979166667,-4.82295833333333,-0.897354166666667,-Inf,3.02501041666667,-3.92563541666667,-0.900489583333333,2.211125,3.33079166666667,219.722177083333,2.211125,222.780208333333,34.6944791666667,15.3345625,16.2357604166667,NaN,NaN,280,6.64217857142857
2023-12-03 00:00:00,4622.5,13.1588541666667,-8.92875,88.56875,1.27847916666667,279.320104166667,1.25860416666667,0.308302295918367,354.182970833333,27.8966041666667,22.8843229166667,-4.65144791666667,-1.247625,-2946.56385526316,5.01177083333333,-3.40378125,1.60771875,2.783,4.06339583333333,215.508885416667,2.783,225.101458333333,39.6889583333333,23.2491979166667,21.6391979166667,NaN,NaN,292,9.00242704081633
2023-12-04 00:00:00,4718.5,13.4811458333333,-4.1430625,85.4554166666667,2.34048958333333,254.780208333333,2.32278125,0.369576743197279,388.388057291667,46.2917395833333,38.7241041666667,-25.111125,-4.41991666666667,NaN,7.56954166666667,-20.6913333333333,-13.1211666666667,3.209375,4.30860416666667,220.828125,3.209375,218.966666666667,24.6407291666667,21.1794895833333,34.3054375,NaN,NaN,226,8.3524343962585
2023-12-05 00:00:00,4814.5,13.6104166666667,-2.293375,70.03875,2.39954166666667,246.064583333333,2.389125,0.317770833333333,389.270217708333,96.1043125,88.045,-90.6576041666667,-16.2743020833333,-0.114857638888889,8.06029166666667,-74.3828125,-66.3200416666667,2.97746875,3.9076875,190.59396875,2.97746875,187.276770833333,22.955625,5.45114583333333,71.7719270833333,NaN,NaN,228,7.245175
