TIMESTAMP,RECORD,BattV_Min,AirTC_Avg,RH,DT_Avg,Q_Avg,TCDT_Avg,DBTCDT_Avg,BP_mbar_Avg,CM3Up_Avg,CM3Dn_Avg,CG3Up_Avg,CG3Dn_Avg,Albedo_Avg,NetRs_Avg,NetRl_Avg,NetTot_Avg,WS_ms_Avg,WS_ms_Max,WindDir,WS_ms_S_WVT,WindDir_D1_WVT,WindDir_SD1_WVT,UpTot_Avg,DnTot_Avg,CG3UpCo_Avg,CG3DnCo_Avg,BFN_density,SWE
2023-06-11 00:00:00,2783.5,13.39125,6.683,72.235,2.51854166666667,199.675,2.549,-0.001375,426.672208333333,225.941791666667,19.535,-56.7364583333333,24.1716666666667,-0.219888888888889,206.409208333333,-80.9017083333333,125.50125,1.05054166666667,1.9845,203.32425,1.05054166666667,149.701041666667,46.4529166666667,169.204416666667,43.7069166666667,-63.7033333333333,27.8185555555556,450,-0.061875
2023-06-12 00:00:00,2807.5,13.4641666666667,4.33629166666667,82.3404166666667,2.52675,199.583333333333,2.54666666666667,0.00179166666666667,417.367279166667,139.793,7.7655,-0.670125,12.8274166666667,Inf,132.031125,-13.4975,118.537125,0.763416666666667,1.66995833333333,222.172083333333,0.763416666666667,219.4575,56.3895833333333,139.11425,20.592,-7.9115,28.805,450,0.0806250000000001
2023-06-13 00:00:00,2831.5,13.575,3.56754166666667,85.2133333333333,2.530125,201.4,2.54658333333333,0.002,441.170845833333,113.340416666667,5.70241666666667,0.764208333333333,10.2464583333333,Inf,107.636458333333,-9.48216666666667,98.1507083333333,0.621041666666667,1.43033333333333,202.226666666667,0.621041666666667,197.799166666667,58.05625,114.10275,15.9495833333333,NaN,NaN,450,0.0900000000000001
2023-06-14 00:00:00,2855.5,13.5029166666667,6.684875,72.5033333333333,2.51604166666667,199.6375,2.54658333333333,0.00154166666666667,484.571770833333,234.355666666667,13.123625,-24.3698333333333,8.79920833333334,Inf,221.228833333333,-33.1669583333333,188.079875,1.21175,2.5535,210.00125,1.21175,234.866666666667,59.5833333333333,210.005916666667,21.9240833333333,NaN,NaN,450,0.0693750000000001
2023-06-15 00:00:00,2879.5,13.5558333333333,5.770375,81.0408333333333,2.51945833333333,198.2125,2.54575,0.00208333333333334,479.656966666667,187.99225,8.83558333333333,-2.7935,13.1019166666667,Inf,179.15425,-15.8981666666667,163.268208333333,0.997583333333333,2.25933333333333,234.5375,0.997583333333333,238.604166666667,66.23625,185.201666666667,21.9381666666667,NaN,NaN,450,0.0937500000000001
2023-06-16 00:00:00,2903.5,13.5266666666667,5.11008333333333,79.0754166666667,2.52291666666667,197.054166666667,2.54645833333333,0.00158333333333333,501.634254166667,234.000041666667,12.1797916666667,-23.5357083333333,15.62175,NaN,221.82575,-39.1580416666667,182.661833333333,0.938625,2.05283333333333,208.925833333333,0.938625,218.865833333333,52.8570833333333,210.4565,27.80175,NaN,NaN,450,0.0712500000000001
2023-06-17 00:00:00,2927.5,13.55,5.17204166666667,71.5741666666667,2.523125,197.016666666667,2.546875,0.00125,512.533654166667,207.302875,12.8940833333333,-32.5905833333333,12.92225,-0.196352941176471,194.409125,-45.5117083333333,148.900083333333,1.05945833333333,2.300875,247.366666666667,1.05945833333333,263.679166666667,55.71,174.713041666667,25.8174166666667,NaN,NaN,450,0.05625
2023-06-18 00:00:00,2951.5,13.4354166666667,10.05625,47.145,2.50183333333333,197.8625,2.54733333333333,0.000750000000000001,510.674041666667,146.261833333333,11.9815833333333,-68.6316666666667,-1.8385,Inf,134.274083333333,-66.7975,67.484125,1.25104166666667,2.68458333333333,224.4125,1.25104166666667,251.720833333333,61.6454166666667,77.6375416666667,10.144375,-89,-19.325,450,0.03375
2023-06-19 00:00:00,2975.5,13.2895833333333,14.5691666666667,21.81125,2.48325,197.2375,2.5485,-0.000125,477.9598875,327.348708333333,31.285375,-113.354166666667,18.1206666666667,Inf,296.098291666667,-131.47375,164.6005,1.49970833333333,3.08470833333333,210.19875,1.49970833333333,245.070833333333,62.5258333333333,213.978333333333,49.4025833333333,-112.542857142857,22.6901904761905,450,-0.005625
2023-06-20 00:00:00,2999.5,13.3958333333333,13.5675,18.38,2.487625,197.666666666667,2.5485,-0.000291666666666667,396.141666666667,279.206791666667,27.0033333333333,-106.55875,20.1547083333333,Inf,252.215333333333,-126.724166666667,125.504083333333,1.1625,2.52241666666667,235.23125,1.1625,246.6125,56.6958333333333,172.666666666667,47.1545833333333,-91.7878571428571,-8.0045,450,-0.013125
